page,text
858,"Verse 2] SADHAKA-SANIIVANI 821
from the pairs of opposites” (7/20—28). By this declaration also,
He explains knowledge (Jnana), “Those who take refuge in Me,
know Brahma (the Infinite), Adhyatma (Embodied souls), Karma
(Action), Adhibhuta (Matter), Adhidatva (Brahma) and Adhtyajiia -
{the unmanifest Divinity), viz., they realize that I manifest Myself,
in all the movable, as well as the immovable (7/29-30). By this.
declaration He explains realization (Vijfiana).
'Yajjfiatva neha bhiyo'nyajjiatavyamavasisyate'—After
knowing this wisdom, and with realization, nothing remains
to be known. It means that there is nothing else besides Me
(Gita 7/7), and that all, is God (7/19). After knowing this reality,
nothing else remains to be known. On the other hand, if a striver
possesses all knowledge about the world, without knowing Me, -
all his efforts are in vain, they bear no fruit. -
Whatever, a striver knows with his senses, mind and intellect, —
is not true knowledge about God, because these all belong to
matter and matter cannot know reality, which is beyond matter.
When one takes refuge in Him, he knows Him naturally, without
making any effort, because He can be known by the self, rather -
than, with mind and intellect etc.
Appendix—The Para Prakrti (higher nature) and the Apara
Prakrti (lower nature) have no independent existence—this is
‘jana’ (knowledge) and the higher and the lower nature—all .
is God—this is “Vijfiana’. Therefore all including ‘ego’ is only
God—this 1s Jiana with Vijiana. :
‘Jnatavyam’—which must be known and which can be known
is called ‘Jiiatavya’.
Having known ‘Jnana’ with ‘Vijiana’ viz., the entire form of
God, nothing remains to be known viz., he who wants to know
the Pure-Reality, nothing remains to be known to him. The reason
is that when there is nothing else besides God (seventh verse of
this chapter), then what more will remain to be known?
Someone may raise a question that the Lord declares that
"
859,"822 S§RIMADBHAGAVADGITA [Chapter7
he. will tell ‘Jiiana’ with ‘Vijiiana’, it means. that the primary
importance goes to. ‘Jnana’ while -“Vijiiana’ is of secondary
importance. But. actually it is not so, only ‘Jiiana’ can lead
to salvation but ‘endless bliss of love’ is attained only when -
it is accompanied by ‘Vijnana’. ‘Jana’ is like money and
‘Vijiiana’ is the feeling of attraction. Money does not provide
the pleasure which attraction for money provides. Similarly the
bliss that is attained by “Vijfana’ (devotion) is not attained by
‘Jnana’ (knowledge). In ‘Jnana’ there is constant relish but in
“Vijnana’ there is such a relish which goes on increasing every
moment. Therefore while declaring ‘Jiana’ with ‘Vijfiana’, the
Lord specially aims at ‘Vijnana’ and he wants to explain that

it is superior to ‘Jiana’ because ‘Vijnana’ stands for the Lord’s |

entire form. -

- PIS SEBS .
Link:—In the second verse, Lord Krsna said, ""I shall unfold

to. you this knowledge with Realization, having known which

nothing remains to be known."" How is it that men do not know © .

the reality, about God, when nothing else remains to be known?

In the next verse, Lord Krsna answers the question. |
AT weary afyeata fae
aaarata Rast atarat aPa areata: 13 i
manusyanam sahasresu kaScidyatati . siddhaye
yatatamapi siddhanaim kaScinmam vetti tattvatah
Among thousands of men, hardly one, strives for perfection

and of those who do, scarcely one, knows Me in essence. 3

Comment:— |

-""Manusyanam sahasresu kascidyatati siddhaye'*—Among
* If a word is used as an adjective of number, its number is singular. But in the
sixth inflexion it has not only the singular number but all the three numbers. Here

in the word 'Manusyanam' there is sixth inflexion in connection with the thousand
"
860,"Verse 3] SADHAKA-SANIJIVANI 823
thousands of men, scarcely one strives for perfection. It means,
that only those persons who do not indulge in the sensuous
pleasures like eating, drinking and enjoying themselves hike
animals, are human beings, in the true sense of the term. Out .
of those, men who follow virtues and righteousness, are only
in thousands. Out of those thousands, hardly one strives for
Divine perfection or Divine bliss,* ‘having gained which, one
thinks that there is no greater gain beyond it, and there is not
the least sorrow.
Persons, who have no desire to go to heaven, and to enjoy
worldly pleasures, respect and praise etc., even when they get
an opportunity and have an inclination to them, but because of
past impressions who do not deviate from their principles and -
aims, and want to attain, Divine perfection, are rare. ~
Pleasure and prosperity, are obstacles to spiritual progress.
Worldly pleasures, seem pleasant only in the beginning. If strivers,
think over the result of pleasure and prosperity, that these are a
gateways to hells and eighty-four lac forms of lives, they will |
start taking to spiritual practice. Most of the people, hanker after -
worldly pleasure and prosperity. Some people, who transcend
worldly pleasures, run after heavenly pleasures. But, there are
only a few aspirants, who strive for Divine perfection or God-
realization. If we turnover the pages of history, such aspirants are
very rare. Most of them, are those who have performed actions
and penances etc., in order to, reap fruits.
number and there is seventh inflexion in the plural number in the word 'Sahasrani’.
Therefore, the expression 'Manusyanam sahasresu kascidyatati siddhaye' means
‘Manusyanam sahasrani bhagavati rucim kurvanti sahasresu kascit siddhaye yatati
ca'1.e., ‘thousands of men have an inclination to God but one of those thousands :
of men strives to attain perfection.
* Divine perfection does not mean worldly and heavenly enjoyments and
accomplishment such as ‘Anima, Mahima’ and 'Garima’ etc., because they lead to
a downfall and to the cycle of birth and death (9/21). Therefore, here perfection
means God-realization.
"
861,"824 _ SRIMADBHAGAVADGITA =——=——s(Chapter7

| In fact, it is not. difficult to attain, God-realization but there
are oily a few aspirants who strive, sincerely from their heart, to
realize Him. Now, a question arises; why: do not strivers strive

for God-realization? The answer is, that there:are two stumbling
blocks—attraction of sensual pleasures and hope to realize Him,
_ 'Yatatmapi siddhanam'|—Here, ‘Siddha’ (the successful one),
is the striver whose mind has been purified, and whose only
aim, is to realize God. Though (in 7/19) the man of realization
who realizes that all is God, is called a gréat soul, yet in this
context, great souls are those strivers, who possess divine nature,
worship the Lord constantly, with exclusive devotion (Gita 9/13),
and strive to realize Him. ~ nn eT

Here, 'Yatatam' means, that strivers want to realize God,
from their heart and so strive for Divine perfection, and naturally
think of Him, with révérence. _ So -

'Kascinmam vetti tattvatah'—'Scarcely one knows Me in
reality.’ Here it does not mean, that the strivers who strive to _
know Him, cannot know Him. But, at present, anyone striver
out of the assiduous strivers, knows Him in reality; out of those
who know Him, scarcely anyone can speak of Him, and explain
to others. Other learned persons, may be there who may have

* God always pervades everywhere, all persons, things, incidents,
circumstances and actions etc. Therefore, God-realization need not be left for
the future. He is now, here, in everyone and everyone's. Moreover, He is superior
to all the persons etc. By having this belief, mind will be attracted towards Him
automatically and a burning desire to realize Him immediately will be aroused.

+ Here the striver has been called 'Siddha' (successful one) according to
‘Sati-siitra-nyaya’ because he will attain perfection in the same way as a saree will
be prepared of the Sutra (thread). If a striver depending on God, having exclusive
devotion for Him adores Him in order to realize Him, he will attain perfection,
there is no doubt about it. As far as a saree is concerned it may be prepared out of
the thread or even any other cloth may be prepared out of the thread or the thread
may be destroyed. But the devotee who adores God with exclusive devotion will
certainly attain perfection. :
"
862,"Verse 3] : _ SADHAKA-SANJIVANI. 825
knowledge, but they cannot explain to others. The Lord declares, oe
""One looks upon Him, as a marvel; another, likewise speaks of
Him, as a marvel"" (Gité 2/29). : -
Generally, people give illustrations about this verse, )in order /
to explain, that-it is very difficult to attain, Divine perfection.
But actually, it is not so. In order to attain Divine perfection,
it is difficult to -have keen desire and for the fulfilment of that
desire, it is not easy to have the company of liberated souls. |
Here, Lord Krsna says to Arjuna, ""I shall unfold (teach) to you
in full, this knowledge, combined with realization and you will
know it."" Such an omniscient speaker, as Lord Krsna Himself,
and such an inquisitive striver as Arjuna, are very rare. The fact
is, that it is difficult to have keen desire. By having keen desire, -
a striver has no responsibility of his own, the responsibility is _
shouldered by the Lord.
By using ‘tattvatah’ (In truth), Lord Krsna means that a striver |
comes to know the truth (reality), about Him, that He manifests —
Himself in the form of Lord Siva, Ganeéa, Surya (the sun), Visnu,
by incarnations and He is possessed of form and attributes and -
He is also, without form and attributes i.e., he knows that there
is no existence, in the least, besides the Lord.
Appendix—Out of all the God-realized souls who have
attained perfection after striving, following the disciplines of
Karma, Jiiana and Dhyana etc., the devotees, who know the
entire form of God in reality, in the shape of ‘all is God’ are
very rare, indeed (7/19).
*Yatatamapi siddhanam’—those liberated souls, are dissatisfied
with their state of liberation and from within they have a yearning,
a hunger to have supreme devotion (infinite bliss). Therefore
it is mentioned in the Brahmasutra—‘muktopasrpyavyapadesat’
(1/3/2)—‘that God Who is an embodiment of love (devotion) is
realizable (attainable) even by the liberated souls’. The reason
is that by attaining salvation, the desire for the perishable relish
"
863,"826 §RIMADBHAGAVADGITA [Chapter 7
is wiped out but the hunger for endless relish is not ‘satisfied.
That hunger is aroused by-God’s grace. It means that those,-who

| practise spiritual discipline by having faith and belief in God,
who have the latent impression of devotion, God:does not let -
them be satisfied with knowledge, does not let them stay there,
and makes the relish of salvation insipid for them. ———
A Karmayogi, a Jhanayogi, a Dhyanayog!, etc.,—all can attain
perfection (salvation) but all of them don’t know God in His entire
form. Therefore the expression ‘yatatimapi siddhanam’ means that
by striving, they have attained perfection with their own method
but they don’t know My entire (full) form. The reason is that
My entire form can be known by supreme devotion—‘bhaktya
mamabhijanati yavanyascasmi tattvatah’ (Gita 18/55), -
 ‘Kaécinmarh vetti tattvatah’—Here the term ‘mam’ stands for -
God in his entire form. The entire form of God can be known
by God’s grace, not by thought (Gita 10/11). Arjuna also after
hearing the gospel of the Gita said to Lord Krsna, “By Your
grace my delusion is destroyed and memory is gained”-——‘nasato
mohah smrtirlabdha tvatprasadanmayacyuta’ (Gita 18/73). As ~
while feeding the cow licks her calf with fondness, it provides
so much nourishment which the calf can’t get only by drinking
milk. Similarly the knowledge which is gained by God’s grace,
can’t be gained by thought because while thinking, the entity
of the self persists. |
-_ He who knows only attributeless God, does not know Him
in reality but he who knows both God endowed with attributes
and also attributeless God (entire) knows God in reality.

By Karmayoga ‘quiet bliss’ (peace) (quietude) is attained
because attachment to the world causes disquietude. By Karmayoga
renunciation of attachment to the world causes peace—
‘tyagacchantiranantaram’ (Gita 12/12). By Jnanayoga ‘unbroken
bliss’ is attained. This unbroken bliss is also called ‘self-bliss’
because it is the bliss of the self. In self-bliss the self merges
"
864,"Verse 3} SADHAKA-SANJIVANI 827
into Brahma (Absolute) viz., as Brahma is truth, consciousness
and bliss solidified, similarly the self becomes truth, consciousness
and bliss solidified—‘mama sadharmyamagatah’ (Gita 14/2).
Though having attained the self-bliss (Self-realization) a striver _
lacks nothing, yet the striver, who has the latent impression |
of devotion and depends on God’s grace, is not satisfied with
that self-bliss.* Within him there is hunger for endless bliss.
Therefore by Bhaktiyoga, endless bliss is attained. Self-bliss is
the bliss of the fragment (soul) but endless bliss is the bliss
of the whole (God) (supreme soul). This is the principle that
the pleasure which is caused by the attraction of an object, is
not caused by the knowledge of that object. As the pleasure
which is derived from the greed for money, is not derived
from the mere knowledge of money. By knowing the money
we shall know how to make use of it, but there will not be -
special attraction. ‘Gain more and more money’—this attraction
will persist by being greedy for money. In fact there is no
pleasure in gaining money but it seems because of the evil of
greed, but God’s bliss is because of pure love and this bliss
really exists. The reason is that being a fragment of God, the oe
embodied self has an automatic attraction towards Him. This is
the principle that a fragment is naturally attracted towards the
whole; as a stone being a fragment of the earth when thrown
‘upward naturally 1s attracted towards the earth, fire is naturally
attracted towards the sun (upward)T and rivers naturally flow
towards the sea and so on. |
*He who attains salvation is naturally satisfied, but he who has the
impressions of devotion is not satisfied. The reason is that God showers his special
grace on such a devotee and does not let him stay there. (7/3)
_ [Here a doubt may crop up that the sun does not shine at night, then why
does fire rise upward at night? The clarification is that whether it is day or night,
the sun may shine anywhere but he is always above the earth. Therefore as the
people in India see the sun above the earth, so do the people of America (which
is almost in the opposite direction of India) also see the sun above the earth.
"
865,"828 SRIMADBHAGAVADGITA [Chapter7
Why do we need God? If we reflect upon it, we come to
| know that there is such a necessity which can’t be satisfied either
by our own self or by the world. In order to alleviate sufferings
and to attain supreme peace, there is no necessity for God. The
reason is that if desires are totally renounced, our sufferings —
will end and Supreme Peace will be attained—‘tyagacchantira-
nantaram’ viz., we shall attain salvation, we have necessity for
God in order to attain Supreme Love because we are fragments
only of God. | |
- The man who wants to be liberated from worldly sufferings,
who wants to be independent, being free from dependence, attains
salvation. But the man, who being tired of the worldly sufferings
thinks, “If there had been anyone my own who would have given -
me refuge in himself, who would have embraced me and who
would have removed my grief, sin, lack, fear and monotony -
etc., attains devotion.” It means that God is not needed to attain
salvation but he is needed to attain devotion. When a man comes
to know that in such a vast world, in endless universes, there
is nothing mine but only He is mine, in Whose one fragment _
endless universes are situated, then he feels the necessity for
God from within. The reason is that only the thing, which ever
stays with us and with which we may ever stay, can be ours.
Only God can be the entity Who may not be separated from us
and from Whom we may not be separated. |
Now the question arises when a man needs God, why is He.
not attained? The answer is that a man lives comfortably without
attaining Him, he forgets his necessity. He remains satisfied with
objects, ability and power etc., which are available to him. If
he realizes the need for God and can be ill at ease, there is no
delay in God-realization. The reason is what should be the delay
in attaining Him Who is ever attained? God is not a tree that
the seed is sown today and it will bear fruit after years. He is
present at all places, all the time, in all things, in all states and
"
866,"Verse 4-5] SADHAKA-SANJIVANI 829
in all circumstances the same as He is. We have turned away
from Him, he has not turned away from us.
PD OLDESESEEESSS mp Dd
Link:—AIn the second verse, Lord Krsna promised Arjuna to °
unfold to him knowledge combined with realization. In keeping
with His promise, Lord Krsna proceeds, in the next verse, to
explain knowledge with realization. | ,
PATA SAT arty: Wal afegta al
seen sda a fra wepfawerisiu*
sated Gpld fats A aT
tava Weraret aad wd STNG i
bhumirapo'nalo vayuh kham mano buddhireva ca _
ahankara itiyarn me _ bhinna prakrtirastadha
apareyamitastvanyam prakrtim viddhi me param
jivabhutam mahabaho yayedam dharyate jagat
Earth, water, fire, air, ether, mind, intellect, ego—these
constitute My nature (prakrti) eightfold divided. This is My lower -
(insentient) nature; but different from it, O mighty-armed, is My
higher (sentient) nature—the life-element (Jiva), by which this
universe is sustained. 4-5
Comment:— |
-‘Bhimirapo'nalo vayuh kharn mano buddhireva ca ahankara
itiyam me bhinna prakrtirastadha apareyamitastvanyam prakrtim
viddhi me param'—God is the origin of the whole creation.
Wielding His own nature, He brings forth the whole creation.
This nature is called the lower Nature (apara prakrti), while the
embodied soul, which is a fragment of God, is called higher
* The entity which is kaletdoscopic and never remains the same has been
mentioned as perishable (in 15/16), lower (insentient) Nature (in 7/4) and of
twenty-four categories—five subtle elements (ether, air, fire, water and earth), ego,
intellect, Primordial Matter, ten organs, mind and five objects of senses (sound,
touch, colour, taste, smell) (in 13/5).
"
867,"830 SRIMADBHAGAVADGITA _ [Chapter7
nature (para prakrti). The lower nature, is inferior, insentient
and changeful, while higher nature is superior, sentient and
changeless. |
Every man's nature, is different. As a man's nature, cannot be
proved to have its own separate entity, independent of that man,
similar is the case with that of God's nature. This nature is God's
own disposition, therefore, it is called as His nature. Similarly,
the embodied soul, being a portion of God, cannot be proved
to have its own separate existence, independent of God, as it is
: God itself: Though God itself, but it is named nature, because
_ Of its affinity with lower nature. As it accepts the activities of
the Lower Nature as its own, or in. other words attributes the
doership to himself, therefore, it is called, superior Nature, or |
embodied soul, otherwise, it is nothing else but God. When it =~
becomes free, from the bondage of being a doer, and an enjoyer
| (Gita 18/17) it is no more higher nature, or embodied soul.
Here the Lower Nature, includes earth, water, fire; air,
ether, mind, intellect and ego. If out of these eight, five gross
elements are supposed to represent the gross creation and the =~
- three, (mind, intellect and ego) are to represent the whole subtle
- creation, then this description of nature, remains incomplete, as
it leaves out the causal creation. To prove that in this description
of nature, all parts of nature, have been included, the venerable
commentators, have interpreted these in the following way.
According to them the five gross elements stand for gross as
well as their causes, five subtle tanmatras, mind stands for its
Origin ego; intellect stands for cosmic intelligence and ‘ego’
_ stands for the causal nature. Thus, this interpretation includes
_ full description, of cosmic nature, as it includes all the three
gross, subtle. and causal creation.
In scriptures, this cosmic nature has been described as prakrti
and vikrti. Here, a point needs attention, that Lord Krsna has not
described lower and higher nature from the view-point, of prakrti
"
868,"Verse 4-5] SADHAKA-SANJIVANI 831
and vikrti or Nature-cum its.evolutes. Had the Lord defined so,
He would not have called the individual: soul, as higher nature,
because the soul is neither prakrti—the cause of any evolute nor
vikrti—the evolute itself. The soul is immutable and changeless. It ;
proves, that the Lord, has described matter, as lower nature, and
the individual soul, as higher nature, just in order to distinguish,
the insentient from the sentient. — a ee
_ According to this author, this eightfold division of Nature, |
includes the gross and: subtle, creation only. The five gross
elements enumerated here, include the. gross creation. These five
elements, also represent subtle creation, as these are evolutes of
five subtle tanmatras. Mind, intellect and ego, described here,
are also part of the subtle creation. De -
.. The ego has two aspects. The ego is matter, in its nature, _
and it is a modification, or a.trait of the inner sense @d:%t7),
It is a sort of an instrument. This is called, in the fourth verse,
as ego a. part of lower nature. The second aspect of ego, is
_ one's own personality and it represents itself as a ‘doer’. This
is described, in the fifth verse of this chapter, by the name of 8
higher nature. This ‘ego’, is the result of the soul's identification,
with causal body. _ . |
| This identification, has two aspects—insentient and sentient.
The insentient factor, is the causal body and one who cultivates
egoistic notion, is sentient factor, until Self-realization, this ego
persists assuming itself always, as ‘doer’. During deep sleep, it
lies dormant or is not manifest. After waking up ""I slept soundly
and am awake"", a man making this statement, represents the
ego, the higher-nature. After waking up he thinks, ""where and
how he is"", this is wakefulness. of mind, and when he knows,
that he is at a particular place and time, it is the wakefulness,
of the intellect. Thus, one who experiences his entity, is the ego,
representing higher nature, and through the ego, with which he
experiences, is a trait of the inner sense, it is lower nature.
"
869,"832 SRIMADBHAGAVADGITA [Chapter7 |
. When soul, the sustainer and illuminator of this lower
nature—identifies itself, with this nature, it is then called higher
nature, or the embodied soul. This fact, has been described in
Gita by the term‘ aad aria srq’—by whom this insentient Nature,
is sustained. | |
__ If this sentient nature (soul: or spirit), without having: any
inclination for the insentient nature, has an inclination for God
i.e., accepts Him as Its own, it realizes the Self and then its (soul's
or man's) attachment, for the world, turns into love for God.*
This Divine love, is limitless, it is in the form of bliss, and it
increases every moment. After attaining it, nothing else remains
to be attained; and after realizing the Self, nothing remains to
be known and after applying all the objects etc., of the lower
nature for the service of the world, and having disinclination, for _
them, nothing remains, to be done. This is the state of perfection,
of human life. a , | |
'Prakrtirastadha apareyam'—It seems, that this eightfold |
lower nature is individual, lower nature, because a man is bound
because of his affinity for his body. If a man (soul) does not -
accept his affinity for it, there is no question of any bondage.
Man himself (soul or spirit), sustains this universe viz.,.accepts
his relationship with the universe, and that relationship leads
him, to bondage. — SO
An individual body, has no separate entity, different from
the universe. When a man (the self), assumes his affinity for the
body, he is bound. If he does:not assume this affinity, there. is
no question of bondage. =
In the seventh verse of the fifteenth chapter, Lord Krsna
*The striver following the Discipline of Knowledge will have revelation
of love for God in the form of Self-realization while a devotee following the
Discipline of Devotion will have that revelation in the form of Divine love. Thus
from this point of view the striver following the Discipline of Knowledge and
that following the Discipline of Devotion—both become one. |
"
870,"Verse 4-5] SADHAKA-SANIIVANI 833
declares, ""The soul in the body, is an eternal fragment of Myself.""
- But it attracts the mind and the senses, that rest in Matter viz.,
it accepts the mind and the senses as its own. In the same way _
in the fifth verse of the thirteenth chapter, Lord Krsna describes |
the universe as Ksetra (field) and, in the sixth verse, describes its
evolutes (modifications). But actually these evolutes are found,
not in the universe, but in the body. Thus, affinity for the body,
is the main obstacle to emancipation. This body, being a fragment
of the universe, cannot be separated from it. =
The fact is, that primordial Matter, is neither a means nor
an obstacle to emancipation. When a striver does not accept
his. affinity for it, it proves helpful. But, when he accepts his
affinity for it, it proves an obstacle, because this affinity for :
prakrti (matter), gives birth to egoism (Tness). This egoism, is _
the cause of bondage. By the phrase ‘Itiyarn me’, Lord Krsna,
warns us that this Primordial Matter or lower nature, is His. So
a striver should not accept it as his own, otherwise this affinity
will lead him, to the cycle of birth and death. __
_ Inegoism (Tness), there are two desires—desire for pleasure, -
as well as desire for knowledge. The desire for pleasure, can
be wiped out by the Discipline of Action, while the desire for
knowledge can be satisfied by the Discipline of Knowledge.
Thus, a striver who 1s firmly established in either of the two, gets
the fruit of both (Gita 5/4-5) i.e., when the desire for pleasure
is wiped out, the desire for knowledge is satisfied. When the
desire for knowledge is satisfied, the desire for pleasures, is
wiped out. When the desire for pleasures is wiped out, or the
desire for knowledge is satisfied, there develops detachment,
automatically. If a striver does not enjoy that detachment 1.e.,
he is not pleased with that state, he attains Self-realization and
his human life, proves fruitful... |
‘Jivabhitam'—<Actually, the soul is a fragment of God, but
by accepting its affinity for physical, subtle and causal bodies,
"
871,"834 | _ §RIMADBHAGAVADGITA.— [Chapter7
it has become an embodied soul. It accepts its affinity, in order
to, enjoy mundane pleasures, which lead It to great affliction,
in the form of birth and death, © Oo :
""Mahabaho'—O: Arjuna, being mighty-armed, you are very ;
brave and powerful and. you can ‘understand the. difference |
between the lower nature (matter) and the higher nature (Soul). -
Therefore, understand it. — - Ly : Ss
 ""Yayedarn dharyate jagat'*—In fact, this universe is a. |
manifestation of God i.e., all the universe is God (7/19) and
He is being and non-being both-(9/19).. The man (soul); has
sustained this universe i.e., the. man (soul), by accepting the
free existence of this universe, has started using it for his own
pleasure, and thus it has led him to bondage. If he takes this -
universe, as a manifestation or revelation of God, he will be _
free, from the shackles of birth and death. 7 :
The world, is transitory and kaleidoscopic, but man thinks it
permanent and pleasing, because of his temptation and attachment
for pleasure and things, by having feelings of 'T and 'mine’. It
is because of his attachment for pleasure and prosperity, that 7
he cannot behold this world, as a manifestation of God. As a
debouch cannot behold a woman, as mother, so can a person
having attachment for the worldly pleasure and prosperity, not
perceive that the Lord Himself, has manifested Himself, in the
form of the world. This attachment for pleasure sustains the
universe, i.e., 1s the cause of sustaining, the universe. |
Secondly, all human beings, are born of sperm and ovum,
which themselves are filthy and impure. But a voluptuary thinks,
the body as charming and beautiful, because of his attachment
for pleasure. This thought makes the world.
Once a gentleman said to a saint, who was standing on the
bank of a river, ""Sir, the water of this river and the men, on the
*In the Gita the term ‘Jagat’ (universe) denotes higher Nature (in 7/13),
lower Nature (in 7/5) and higher and lower Nature both (in 7/6).
"
872,"Verse 4-5] SADHAKA-SANIJIVANI 835
bridge are flowing.” The saint. said, ""O brother, it is not only
the water of the river, or the men that are moving, but the river -
and the bridge themselves, are also moving."" It means, that all |
of these are moving towards, destruction. One day they will .
come to an end. Actually the whole world.is perishing every — 7
moment. In fact, the soul is neither born nor does It decay. But,
by identifying Itself with the body, It accepts the body's birth and
death as Its own, birth and death. If It does not identify itself |
with the body nor does It accept its affinity for it, this world
will have no existence at all. | |

The term 'Idam', means that as both body.and the world 7
are one, and the same, their difference is not real, it is merely .
assumed. Therefore, Lord Krsna, in the thirteenth chapter, says |
that this body is spoken of. as a field (ksetra) (13/1); but where
there is a description of this field, it is a description of the world 7
(13/5), while the evolutes such as desire, aversion, pleasure and
pain etc., have been described part of the individual body (13/6).
It means, that the world and the body are essentially the same. —
If we accept the body as T’, it gives birth to egoism (‘T'ness),
and if we accept the body as ‘mine’, it gives birth to 'mineness'’, ;
and both of these lead to bondage. If we realize, that the body
and the world belong to one and the same class, and the man
himself (soul) and God belong to one class, which is quite
different from that of the body and the world, egoism (‘T'ness)
and 'mineness' perish’ automatically. These can be wiped out,
by the three Disciplines of Action (2/71), Knowledge ( 18/53)
and Devotion (12/13). It means, that the assumed affinity for
matter, should be broken off and it can be, by accepting reality
through discrimination. : :

A teacher and a pupil have their own separate entity or
existence. But by having love and regard for each other, there.
"
873,"836 SRIMADBHAGAVADGITA [Chapter7
is a further affinity between the two.* Similarly, the soul which
is a fragment of the Lord, has accepted its affinity, with a body
and the world. It is because of this affinity, that there appears to
be a third entity, which is called Tness. This affinity of ‘T'ness, is
merely assumed, not real. But the soul, by accepting it as real, gets .
into bondage. A teacher and a pupil, have a separate existence,
and both of them accept their affinity for each other. But, out of
the soul (sentient) and the world (insentient or matter), only the
soul has Its own existence. By an error it accepts Its relationship
with the world, which is changing and perishing, every moment.
This assumed relationship, is also decaying every moment. But
it seems real to those, who. want to seek pleasure in the world.
It is because of their attachment for worldly pleasures, that a
world, which is never attained, seems to be attained; while God, /
Who is ever attainable seems unattained to them. As soon as,
they are free from this assumed affinity for the world, they will
realize the reality of their affinity—that they have their affinity
for God; and only He, not the world, can be attained.

To wipe out this feeling of ‘I'ness, a striver should have a
firm belief, that he is different from matter, he should not expect =
anything from the world, but perform actions for the service of
the world, because, whatever strength, intelligence and resources
he possesses, he has received from the world. By following,
this Discipline of Action, the direction of actions and objects,
is towards the world and the self, remains, so he attains self-
realization. By following, the Discipline of Knowledge, also by
using discrimination a striver, by breaking off his affinity for
things and actions, of the world, attains self-realization. Thus,
by breaking off his affinity for matter, he becomes free from his
assumed, ‘T'ness. Devotion to God, is aroused in the Discipline
of Devotion, by accepting 'I am only God's, and only God is

* In teacher-taught relationship the duty of the teacher is to do good to the pupil
and the duty of the pupil is to serve the teacher. In the same way every relationship
of the world is to do good to others or serve others without any selfish motive.
"
874,"Verse 4-5] SADHAKA-SANJIVANI 837

mine, I am not of the body, and the world, and the. body and

the world, are not mine’. Then a striver having disinclination for

the world, depends only on God and thus he becomes free from

the affinity of the world, and egoism ('I'ness).

Thus, by following, the Discipline of Action, the Discipline :

of Knowledge, or the Discipline of Devotion, in the right

perspective, a striver, becomes free from the affinity of matter

and realizes, God.
Appendix—When the self gets identified with the lower nature

viz., is identified with ‘ego’ and assumes itself ‘I am’, then by

becoming an embodied soul, it is called higher nature. On one

side of the ‘ego’ (I), there is the world (lower nature) and on

the other side there is God. But the embodied. soul instead of |

accepting God, accepts His lower nature and sustains it in the form

of the world which leads him to the bondage of birth and death. -
‘apareyamitastvanyam’—Different from ‘apara’ (lower) is

‘para’ (higher) and different from ‘para’ is ‘apara’. ‘Apara’ |

is different viz., belongs to another class. By catching

(sustaining) the alien this ‘para’ has become ‘jiva’ (embodied

soul) —‘jivabhitam’. | | :
Apara (kaleidoscopic) and para (unchangeable)—both are

God’s nature viz., power. Being powers of God, both are

identified with God because without the powerful, the power

has no independent existence. As nail and hair, in spite of being

lifeless, are not different from the living body, similarly the lower

nature, in spite of being insentient, is not different from God—-Who

is sentient—-‘sadasaccahamarjuna’ (Gita 9/19). In this way when

‘apara’ and ‘para’—both prakrtis are the embodiments of God,

then what remains besides God? Nothing remains—‘Vasudevah

sarvam’ (Gita 7/19). .
God’s integral form consists of both para and apara nature

meaning that Para, Apara; Sat, Asat; sentient and insentient all

are God. .
"
875,"838 SRIMADBHAGAVADGITA {Chapter7
“Yayedarmh dharyate jagat’. means that this world has no
existence in the eye of God as well as in the eye of an exalted
soul. It exists only in the eye of the individual soul. In the
eye of God ‘Sat’ and ‘Asat’ all is He Himself aaqrareasa
(Gita 9/19) and in the eye of the exalted soul “All is God”
“aged: aay (Gita 7/19). : ee
A man (the embodied soul) because of attachment and |
aversion has sustained the world in his intellect. The same
fact has been pointed out in the seventh verse of the fifteenth
chapter by the expression ‘manah sasthanindriyani prakrtisthani
karsati’. By cognising the existence of the world, attachment
and aversion arise. | : : : oe
The embodied self assumed the existence of the world and .
attached importance to it. By attaching importance, the desire _
for pleasure sprang up which 1n its turn led it to the cycle of -
birth and death. It means that by assuming any other entity
besides God, the being has been snared in the worldly bondage.
Therefore it is the being’s responsibility not to assume any other
entity besides God. If it does not assume the entity of the world,
where is the world? | |
The Lord declares that earth, water, fire, air, ether, mind,
intellect, ego—-these eight constitute ‘apara’ (insentient) prakrti.*
As the earth is insentient and is to be known, so is ego insentient
and is to be known. It means that earth, water etc.—all the
eight belong to the same ‘jati’ viz., class (category)}. Therefore
* If there is one thing common in several things, that is called ‘jati’. Earth,
water, fire, air, ether, mind, intellect and ego—in these eight there is oneness
of ‘jati’ (class) but there is not oneness of form viz., in spite of one class, their
forms are different. Therefore it has been called ‘astadha’ (eightfold). Being the
evolutes of ‘apara prakrti’ (lower nature), here earth, water etc., have been called
‘apara prakrti’. :
+ Earth is gross. Water is more subtle than earth. Fire is more subtle than
water. Airis more subtle than fire. Ether is more subtle than air. Mind is more subtle
than ether. Intellect is more subtle than mind. Ego is more subtle than intellect.
"
