chapix_dev,verseix_dev,stanza1_dev,stanza2_dev,speaker_dev,chapix_itrans,verseix_itrans,stanza1_itrans,stanza2_itrans,stanza1_slp1,stanza2_slp1
 १७,६,कर्षयन्तः शरीरस्थं भूतग्राममचेतसः,मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान्,श्रीभगवानुवाच,17,6,karShayantaH sharIrasthaM bhUtagrAmamachetasaH,mAM chaivAntaHsharIrasthaM tAnviddhyAsuranishchayAn,karzayantaH SarIrasTaM BUtagrAmamacetasaH,mAM cEvAntaHSarIrasTaM tAnvidDyAsuraniScayAn
 १७,७,आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रियः,यज्ञस्तपस्तथा दानं तेषां भेदमिमं शृणु,श्रीभगवानुवाच,17,7,AhArastvapi sarvasya trividho bhavati priyaH,yaj~nastapastathA dAnaM teShAM bhedamimaM shRRiNu,AhArastvapi sarvasya triviDo Bavati priyaH,yajYastapastaTA dAnaM tezAM BedamimaM SfRu
 १७,८,आयुःसत्त्वबलारोग्यसुखप्रीतिविवर्धनाः,रस्याः स्निग्धाः स्थिरा हृद्या आहाराः सात्त्विकप्रियाः,श्रीभगवानुवाच,17,8,AyuHsattvabalArogyasukhaprItivivardhanAH,rasyAH snigdhAH sthirA hRRidyA AhArAH sAttvikapriyAH,AyuHsattvabalArogyasuKaprItivivarDanAH,rasyAH snigDAH sTirA hfdyA AhArAH sAttvikapriyAH
 १७,९,कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः,आहारा राजसस्येष्टा दुःखशोकामयप्रदाः,श्रीभगवानुवाच,17,9,kaTvamlalavaNAtyuShNatIkShNarUkShavidAhinaH,AhArA rAjasasyeShTA duHkhashokAmayapradAH,kawvamlalavaRAtyuzRatIkzRarUkzavidAhinaH,AhArA rAjasasyezwA duHKaSokAmayapradAH
 १७,१०,यातयामं गतरसं पूति पर्युषितं च यत्,उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम्,श्रीभगवानुवाच,17,10,yAtayAmaM gatarasaM pUti paryuShitaM cha yat,uchChiShTamapi chAmedhyaM bhojanaM tAmasapriyam,yAtayAmaM gatarasaM pUti paryuzitaM ca yat,ucCizwamapi cAmeDyaM BojanaM tAmasapriyam
 १७,११,अफलाकाङ्क्षिभिर्यज्ञो विधिदृष्टो य इज्यते,यष्टव्यमेवेति मनः समाधाय स सात्त्विकः,श्रीभगवानुवाच,17,11,aphalAkA~NkShibhiryaj~no vidhidRRiShTo ya ijyate,yaShTavyameveti manaH samAdhAya sa sAttvikaH,aPalAkANkziBiryajYo viDidfzwo ya ijyate,yazwavyameveti manaH samADAya sa sAttvikaH
 १७,१२,अभिसन्धाय तु फलं दम्भार्थमपि चैव यत्,इज्यते भरतश्रेष्ठ तं यज्ञं विद्धि राजसम्,श्रीभगवानुवाच,17,12,abhisandhAya tu phalaM dambhArthamapi chaiva yat,ijyate bharatashreShTha taM yaj~naM viddhi rAjasam,aBisanDAya tu PalaM damBArTamapi cEva yat,ijyate BarataSrezWa taM yajYaM vidDi rAjasam
 १७,१३,विधिहीनमसृष्टान्नं मन्त्रहीनमदक्षिणम्,श्रद्धाविरहितं यज्ञं तामसं परिचक्षते,श्रीभगवानुवाच,17,13,vidhihInamasRRiShTAnnaM mantrahInamadakShiNam,shraddhAvirahitaM yaj~naM tAmasaM parichakShate,viDihInamasfzwAnnaM mantrahInamadakziRam,SradDAvirahitaM yajYaM tAmasaM paricakzate
 १७,१४,देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम्,ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते,श्रीभगवानुवाच,17,14,devadvijaguruprAj~napUjanaM shauchamArjavam,brahmacharyamahiMsA cha shArIraM tapa uchyate,devadvijaguruprAjYapUjanaM SOcamArjavam,brahmacaryamahiMsA ca SArIraM tapa ucyate
 १७,१५,अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत्,स्वाध्यायाभ्यसनं चैव वाङ्मयं तप उच्यते,श्रीभगवानुवाच,17,15,anudvegakaraM vAkyaM satyaM priyahitaM cha yat,svAdhyAyAbhyasanaM chaiva vA~NmayaM tapa uchyate,anudvegakaraM vAkyaM satyaM priyahitaM ca yat,svADyAyAByasanaM cEva vANmayaM tapa ucyate
 १७,१६,मनः प्रसादः सौम्यत्वं मौनमात्मविनिग्रहः,भावसंशुद्धिरित्येतत्तपो मानसमुच्यते,श्रीभगवानुवाच,17,16,manaH prasAdaH saumyatvaM maunamAtmavinigrahaH,bhAvasaMshuddhirityetattapo mAnasamuchyate,manaH prasAdaH sOmyatvaM mOnamAtmavinigrahaH,BAvasaMSudDirityetattapo mAnasamucyate
 १७,१७,श्रद्धया परया तप्तं तपस्तत्त्रिविधं नरैः,अफलाकाङ्क्षिभिर्युक्तैः सात्त्विकं परिचक्षते,श्रीभगवानुवाच,17,17,shraddhayA parayA taptaM tapastattrividhaM naraiH,aphalAkA~NkShibhiryuktaiH sAttvikaM parichakShate,SradDayA parayA taptaM tapastattriviDaM narEH,aPalAkANkziBiryuktEH sAttvikaM paricakzate
 १७,१८,सत्कारमानपूजार्थं तपो दम्भेन चैव यत्,क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम्,श्रीभगवानुवाच,17,18,satkAramAnapUjArthaM tapo dambhena chaiva yat,kriyate tadiha proktaM rAjasaM chalamadhruvam,satkAramAnapUjArTaM tapo damBena cEva yat,kriyate tadiha proktaM rAjasaM calamaDruvam
 १७,१९,मूढग्राहेणात्मनो यत्पीडया क्रियते तपः,परस्योत्सादनार्थं वा तत्तामसमुदाहृतम्,श्रीभगवानुवाच,17,19,mUDhagrAheNAtmano yatpIDayA kriyate tapaH,parasyotsAdanArthaM vA tattAmasamudAhRRitam,mUQagrAheRAtmano yatpIqayA kriyate tapaH,parasyotsAdanArTaM vA tattAmasamudAhftam
 १७,२०,दातव्यमिति यद्दानं दीयतेऽनुपकारिणे,देशे काले च पात्रे च तद्दानं सात्त्विकं स्मृतम्,श्रीभगवानुवाच,17,20,dAtavyamiti yaddAnaM dIyate.anupakAriNe,deshe kAle cha pAtre cha taddAnaM sAttvikaM smRRitam,dAtavyamiti yaddAnaM dIyate'nupakAriRe,deSe kAle ca pAtre ca taddAnaM sAttvikaM smftam
 १७,२१,यत्तु प्रत्युपकारार्थं फलमुद्दिश्य वा पुनः,दीयते च परिक्लिष्टं तद्दानं राजसं स्मृतम्,श्रीभगवानुवाच,17,21,yattu pratyupakArArthaM phalamuddishya vA punaH,dIyate cha parikliShTaM taddAnaM rAjasaM smRRitam,yattu pratyupakArArTaM PalamuddiSya vA punaH,dIyate ca pariklizwaM taddAnaM rAjasaM smftam
 १७,२२,अदेशकाले यद्दानमपात्रेभ्यश्च दीयते,असत्कृतमवज्ञातं तत्तामसमुदाहृतम्,श्रीभगवानुवाच,17,22,adeshakAle yaddAnamapAtrebhyashcha dIyate,asatkRRitamavaj~nAtaM tattAmasamudAhRRitam,adeSakAle yaddAnamapAtreByaSca dIyate,asatkftamavajYAtaM tattAmasamudAhftam
 १७,२३,ॐतत्सदिति निर्देशो ब्रह्मणस्त्रिविधः स्मृतः,ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिताः पुरा,श्रीभगवानुवाच,17,23,OMtatsaditi nirdesho brahmaNastrividhaH smRRitaH,brAhmaNAstena vedAshcha yaj~nAshcha vihitAH purA,oMtatsaditi nirdeSo brahmaRastriviDaH smftaH,brAhmaRAstena vedASca yajYASca vihitAH purA
 १७,२४,तस्मादोमित्युदाहृत्य यज्ञदानतपःक्रियाः,प्रवर्तन्ते विधानोक्ताः सततं ब्रह्मवादिनाम्,श्रीभगवानुवाच,17,24,tasmAdomityudAhRRitya yaj~nadAnatapaHkriyAH,pravartante vidhAnoktAH satataM brahmavAdinAm,tasmAdomityudAhftya yajYadAnatapaHkriyAH,pravartante viDAnoktAH satataM brahmavAdinAm
 १७,२५,तदित्यनभिसन्धाय फलं यज्ञतपःक्रियाः,दानक्रियाश्च विविधाः क्रियन्ते मोक्षकाङ्क्षिभिः,श्रीभगवानुवाच,17,25,tadityanabhisandhAya phalaM yaj~natapaHkriyAH,dAnakriyAshcha vividhAH kriyante mokShakA~NkShibhiH,tadityanaBisanDAya PalaM yajYatapaHkriyAH,dAnakriyASca viviDAH kriyante mokzakANkziBiH
 १७,२६,सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते,प्रशस्ते कर्मणि तथा सच्छब्दः पार्थ युज्यते,श्रीभगवानुवाच,17,26,sadbhAve sAdhubhAve cha sadityetatprayujyate,prashaste karmaNi tathA sachChabdaH pArtha yujyate,sadBAve sADuBAve ca sadityetatprayujyate,praSaste karmaRi taTA sacCabdaH pArTa yujyate
 १७,२७,यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते,कर्म चैव तदर्थीयं सदित्येवाभिधीयते,श्रीभगवानुवाच,17,27,yaj~ne tapasi dAne cha sthitiH saditi chochyate,karma chaiva tadarthIyaM sadityevAbhidhIyate,yajYe tapasi dAne ca sTitiH saditi cocyate,karma cEva tadarTIyaM sadityevABiDIyate
 १७,२८,अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत्,असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह,श्रीभगवानुवाच,17,28,ashraddhayA hutaM dattaM tapastaptaM kRRitaM cha yat,asadityuchyate pArtha na cha tatpretya no iha,aSradDayA hutaM dattaM tapastaptaM kftaM ca yat,asadityucyate pArTa na ca tatpretya no iha
 १८,१,संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम्,त्यागस्य च हृषीकेश पृथक्केशिनिषूदन,अर्जुन उवाच,18,1,saMnyAsasya mahAbAho tattvamichChAmi veditum,tyAgasya cha hRRiShIkesha pRRithakkeshiniShUdana,saMnyAsasya mahAbAho tattvamicCAmi veditum,tyAgasya ca hfzIkeSa pfTakkeSinizUdana
 १८,२,काम्यानां कर्मणां न्यासं संन्यासं कवयो विदुः,सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणाः,श्रीभगवानुवाच,18,2,kAmyAnAM karmaNAM nyAsaM saMnyAsaM kavayo viduH,sarvakarmaphalatyAgaM prAhustyAgaM vichakShaNAH,kAmyAnAM karmaRAM nyAsaM saMnyAsaM kavayo viduH,sarvakarmaPalatyAgaM prAhustyAgaM vicakzaRAH
 १८,३,त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिणः,यज्ञदानतपःकर्म न त्याज्यमिति चापरे,श्रीभगवानुवाच,18,3,tyAjyaM doShavadityeke karma prAhurmanIShiNaH,yaj~nadAnatapaHkarma na tyAjyamiti chApare,tyAjyaM dozavadityeke karma prAhurmanIziRaH,yajYadAnatapaHkarma na tyAjyamiti cApare
 १८,४,निश्चयं शृणु मे तत्र त्यागे भरतसत्तम,त्यागो हि पुरुषव्याघ्र त्रिविधः सम्प्रकीर्तितः,श्रीभगवानुवाच,18,4,nishchayaM shRRiNu me tatra tyAge bharatasattama,tyAgo hi puruShavyAghra trividhaH samprakIrtitaH,niScayaM SfRu me tatra tyAge Baratasattama,tyAgo hi puruzavyAGra triviDaH samprakIrtitaH
 १८,५,यज्ञदानतपःकर्म न त्याज्यं कार्यमेव तत्,यज्ञो दानं तपश्चैव पावनानि मनीषिणाम्,श्रीभगवानुवाच,18,5,yaj~nadAnatapaHkarma na tyAjyaM kAryameva tat,yaj~no dAnaM tapashchaiva pAvanAni manIShiNAm,yajYadAnatapaHkarma na tyAjyaM kAryameva tat,yajYo dAnaM tapaScEva pAvanAni manIziRAm
 १८,६,एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च,कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम्,श्रीभगवानुवाच,18,6,etAnyapi tu karmANi sa~NgaM tyaktvA phalAni cha,kartavyAnIti me pArtha nishchitaM matamuttamam,etAnyapi tu karmARi saNgaM tyaktvA PalAni ca,kartavyAnIti me pArTa niScitaM matamuttamam
 १८,७,नियतस्य तु संन्यासः कर्मणो नोपपद्यते,मोहात्तस्य परित्यागस्तामसः परिकीर्तितः,श्रीभगवानुवाच,18,7,niyatasya tu saMnyAsaH karmaNo nopapadyate,mohAttasya parityAgastAmasaH parikIrtitaH,niyatasya tu saMnyAsaH karmaRo nopapadyate,mohAttasya parityAgastAmasaH parikIrtitaH
 १८,८,दुःखमित्येव यत्कर्म कायक्लेशभयात्त्यजेत्,स कृत्वा राजसं त्यागं नैव त्यागफलं लभेत्,श्रीभगवानुवाच,18,8,duHkhamityeva yatkarma kAyakleshabhayAttyajet,sa kRRitvA rAjasaM tyAgaM naiva tyAgaphalaM labhet,duHKamityeva yatkarma kAyakleSaBayAttyajet,sa kftvA rAjasaM tyAgaM nEva tyAgaPalaM laBet
 १८,९,कार्यमित्येव यत्कर्म नियतं क्रियतेऽर्जुन,सङ्गं त्यक्त्वा फलं चैव स त्यागः सात्त्विको मतः,श्रीभगवानुवाच,18,9,kAryamityeva yatkarma niyataM kriyate.arjuna,sa~NgaM tyaktvA phalaM chaiva sa tyAgaH sAttviko mataH,kAryamityeva yatkarma niyataM kriyate'rjuna,saNgaM tyaktvA PalaM cEva sa tyAgaH sAttviko mataH
 १८,१०,न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते,त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशयः,श्रीभगवानुवाच,18,10,na dveShTyakushalaM karma kushale nAnuShajjate,tyAgI sattvasamAviShTo medhAvI ChinnasaMshayaH,na dvezwyakuSalaM karma kuSale nAnuzajjate,tyAgI sattvasamAvizwo meDAvI CinnasaMSayaH
 १८,११,न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः,यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते,श्रीभगवानुवाच,18,11,na hi dehabhRRitA shakyaM tyaktuM karmANyasheShataH,yastu karmaphalatyAgI sa tyAgItyabhidhIyate,na hi dehaBftA SakyaM tyaktuM karmARyaSezataH,yastu karmaPalatyAgI sa tyAgItyaBiDIyate
 १८,१२,अनिष्टमिष्टं मिश्रं च त्रिविधं कर्मणः फलम्,भवत्यत्यागिनां प्रेत्य न तु संन्यासिनां क्वचित्,श्रीभगवानुवाच,18,12,aniShTamiShTaM mishraM cha trividhaM karmaNaH phalam,bhavatyatyAginAM pretya na tu saMnyAsinAM kvachit,anizwamizwaM miSraM ca triviDaM karmaRaH Palam,BavatyatyAginAM pretya na tu saMnyAsinAM kvacit
 १८,१३,पञ्चैतानि महाबाहो कारणानि निबोध मे,साङ्ख्ये कृतान्ते प्रोक्तानि सिद्धये सर्वकर्मणाम्,श्रीभगवानुवाच,18,13,pa~nchaitAni mahAbAho kAraNAni nibodha me,sA~Nkhye kRRitAnte proktAni siddhaye sarvakarmaNAm,paYcEtAni mahAbAho kAraRAni niboDa me,sANKye kftAnte proktAni sidDaye sarvakarmaRAm
 १८,१४,अधिष्ठानं तथा कर्ता करणं च पृथग्विधम्,विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम्,श्रीभगवानुवाच,18,14,adhiShThAnaM tathA kartA karaNaM cha pRRithagvidham,vividhAshcha pRRithakcheShTA daivaM chaivAtra pa~nchamam,aDizWAnaM taTA kartA karaRaM ca pfTagviDam,viviDASca pfTakcezwA dEvaM cEvAtra paYcamam
 १८,१५,शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नरः,न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः,श्रीभगवानुवाच,18,15,sharIravA~Nmanobhiryatkarma prArabhate naraH,nyAyyaM vA viparItaM vA pa~nchaite tasya hetavaH,SarIravANmanoBiryatkarma prAraBate naraH,nyAyyaM vA viparItaM vA paYcEte tasya hetavaH
 १८,१६,तत्रैवं सति कर्तारमात्मानं केवलं तु यः,पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मतिः,श्रीभगवानुवाच,18,16,tatraivaM sati kartAramAtmAnaM kevalaM tu yaH,pashyatyakRRitabuddhitvAnna sa pashyati durmatiH,tatrEvaM sati kartAramAtmAnaM kevalaM tu yaH,paSyatyakftabudDitvAnna sa paSyati durmatiH
 १८,१७,यस्य नाहङ्कृतो भावो बुद्धिर्यस्य न लिप्यते,हत्वाऽपि स इमाँल्लोकान्न हन्ति न निबध्यते,श्रीभगवानुवाच,18,17,yasya nAha~NkRRito bhAvo buddhiryasya na lipyate,hatvA.api sa imA.NllokAnna hanti na nibadhyate,yasya nAhaNkfto BAvo budDiryasya na lipyate,hatvA'pi sa imA~llokAnna hanti na nibaDyate
 १८,१८,ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना,करणं कर्म कर्तेति त्रिविधः कर्मसङ्ग्रहः,श्रीभगवानुवाच,18,18,j~nAnaM j~neyaM parij~nAtA trividhA karmachodanA,karaNaM karma karteti trividhaH karmasa~NgrahaH,jYAnaM jYeyaM parijYAtA triviDA karmacodanA,karaRaM karma karteti triviDaH karmasaNgrahaH
 १८,१९,ज्ञानं कर्म च कर्ता च त्रिधैव गुणभेदतः,प्रोच्यते गुणसङ्ख्याने यथावच्छृणु तान्यपि,श्रीभगवानुवाच,18,19,j~nAnaM karma cha kartA cha tridhaiva guNabhedataH,prochyate guNasa~NkhyAne yathAvachChRRiNu tAnyapi,jYAnaM karma ca kartA ca triDEva guRaBedataH,procyate guRasaNKyAne yaTAvacCfRu tAnyapi
 १८,२०,सर्वभूतेषु येनैकं भावमव्ययमीक्षते,अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम्,श्रीभगवानुवाच,18,20,sarvabhUteShu yenaikaM bhAvamavyayamIkShate,avibhaktaM vibhakteShu tajj~nAnaM viddhi sAttvikam,sarvaBUtezu yenEkaM BAvamavyayamIkzate,aviBaktaM viBaktezu tajjYAnaM vidDi sAttvikam
 १८,२१,पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान्,वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम्,श्रीभगवानुवाच,18,21,pRRithaktvena tu yajj~nAnaM nAnAbhAvAnpRRithagvidhAn,vetti sarveShu bhUteShu tajj~nAnaM viddhi rAjasam,pfTaktvena tu yajjYAnaM nAnABAvAnpfTagviDAn,vetti sarvezu BUtezu tajjYAnaM vidDi rAjasam
 १८,२२,यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहैतुकम्,अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम्,श्रीभगवानुवाच,18,22,yattu kRRitsnavadekasminkArye saktamahaitukam,atattvArthavadalpaM cha tattAmasamudAhRRitam,yattu kftsnavadekasminkArye saktamahEtukam,atattvArTavadalpaM ca tattAmasamudAhftam
 १८,२३,नियतं सङ्गरहितमरागद्वेषतः कृतम्,अफलप्रेप्सुना कर्म यत्तत्सात्त्विकमुच्यते,श्रीभगवानुवाच,18,23,niyataM sa~NgarahitamarAgadveShataH kRRitam,aphalaprepsunA karma yattatsAttvikamuchyate,niyataM saNgarahitamarAgadvezataH kftam,aPalaprepsunA karma yattatsAttvikamucyate
 १८,२४,यत्तु कामेप्सुना कर्म साहङ्कारेण वा पुनः,क्रियते बहुलायासं तद्राजसमुदाहृतम्,श्रीभगवानुवाच,18,24,yattu kAmepsunA karma sAha~NkAreNa vA punaH,kriyate bahulAyAsaM tadrAjasamudAhRRitam,yattu kAmepsunA karma sAhaNkAreRa vA punaH,kriyate bahulAyAsaM tadrAjasamudAhftam
 १८,२५,अनुबन्धं क्षयं हिंसामनपेक्ष्य च पौरुषम्,मोहादारभ्यते कर्म यत्तत्तामसमुच्यते,श्रीभगवानुवाच,18,25,anubandhaM kShayaM hiMsAmanapekShya cha pauruSham,mohAdArabhyate karma yattattAmasamuchyate,anubanDaM kzayaM hiMsAmanapekzya ca pOruzam,mohAdAraByate karma yattattAmasamucyate
 १८,२६,मुक्तसङ्गोऽनहंवादी धृत्युत्साहसमन्वितः,सिद्ध्यसिद्ध्योर्निर्विकारः कर्ता सात्त्विक उच्यते,श्रीभगवानुवाच,18,26,muktasa~Ngo.anahaMvAdI dhRRityutsAhasamanvitaH,siddhyasiddhyornirvikAraH kartA sAttvika uchyate,muktasaNgo'nahaMvAdI DftyutsAhasamanvitaH,sidDyasidDyornirvikAraH kartA sAttvika ucyate
 १८,२७,रागी कर्मफलप्रेप्सुर्लुब्धो हिंसात्मकोऽशुचिः,हर्षशोकान्वितः कर्ता राजसः परिकीर्तितः,श्रीभगवानुवाच,18,27,rAgI karmaphalaprepsurlubdho hiMsAtmako.ashuchiH,harShashokAnvitaH kartA rAjasaH parikIrtitaH,rAgI karmaPalaprepsurlubDo hiMsAtmako'SuciH,harzaSokAnvitaH kartA rAjasaH parikIrtitaH
 १८,२८,अयुक्तः प्राकृतः स्तब्धः शठो नैष्कृतिकोऽलसः,विषादी दीर्घसूत्री च कर्ता तामस उच्यते,श्रीभगवानुवाच,18,28,ayuktaH prAkRRitaH stabdhaH shaTho naiShkRRitiko.alasaH,viShAdI dIrghasUtrI cha kartA tAmasa uchyate,ayuktaH prAkftaH stabDaH SaWo nEzkftiko'lasaH,vizAdI dIrGasUtrI ca kartA tAmasa ucyate
 १८,२९,बुद्धेर्भेदं धृतेश्चैव गुणतस्त्रिविधं शृणु,प्रोच्यमानमशेषेण पृथक्त्वेन धनञ्जय,श्रीभगवानुवाच,18,29,buddherbhedaM dhRRiteshchaiva guNatastrividhaM shRRiNu,prochyamAnamasheSheNa pRRithaktvena dhana~njaya,budDerBedaM DfteScEva guRatastriviDaM SfRu,procyamAnamaSezeRa pfTaktvena DanaYjaya
 १८,३०,प्रवृत्तिं च निवृत्तिं च कार्याकार्ये भयाभये,बन्धं मोक्षं च या वेत्ति बुद्धिः सा पार्थ सात्त्विकी,श्रीभगवानुवाच,18,30,pravRRittiM cha nivRRittiM cha kAryAkArye bhayAbhaye,bandhaM mokShaM cha yA vetti buddhiH sA pArtha sAttvikI,pravfttiM ca nivfttiM ca kAryAkArye BayABaye,banDaM mokzaM ca yA vetti budDiH sA pArTa sAttvikI
 १८,३१,यया धर्ममधर्मं च कार्यं चाकार्यमेव च,अयथावत्प्रजानाति बुद्धिः सा पार्थ राजसी,श्रीभगवानुवाच,18,31,yayA dharmamadharmaM cha kAryaM chAkAryameva cha,ayathAvatprajAnAti buddhiH sA pArtha rAjasI,yayA DarmamaDarmaM ca kAryaM cAkAryameva ca,ayaTAvatprajAnAti budDiH sA pArTa rAjasI
 १८,३२,अधर्मं धर्ममिति या मन्यते तमसावृता,सर्वार्थान्विपरीतांश्च बुद्धिः सा पार्थ तामसी,श्रीभगवानुवाच,18,32,adharmaM dharmamiti yA manyate tamasAvRRitA,sarvArthAnviparItAMshcha buddhiH sA pArtha tAmasI,aDarmaM Darmamiti yA manyate tamasAvftA,sarvArTAnviparItAMSca budDiH sA pArTa tAmasI
 १८,३३,धृत्या यया धारयते मनःप्राणेन्द्रियक्रियाः,योगेनाव्यभिचारिण्या धृतिः सा पार्थ सात्त्विकी,श्रीभगवानुवाच,18,33,dhRRityA yayA dhArayate manaHprANendriyakriyAH,yogenAvyabhichAriNyA dhRRitiH sA pArtha sAttvikI,DftyA yayA DArayate manaHprARendriyakriyAH,yogenAvyaBicAriRyA DftiH sA pArTa sAttvikI
 १८,३४,यया तु धर्मकामार्थान्धृत्या धारयतेऽर्जुन,प्रसङ्गेन फलाकाङ्क्षी धृतिः सा पार्थ राजसी,श्रीभगवानुवाच,18,34,yayA tu dharmakAmArthAndhRRityA dhArayate.arjuna,prasa~Ngena phalAkA~NkShI dhRRitiH sA pArtha rAjasI,yayA tu DarmakAmArTAnDftyA DArayate'rjuna,prasaNgena PalAkANkzI DftiH sA pArTa rAjasI
 १८,३५,यया स्वप्नं भयं शोकं विषादं मदमेव च,न विमुञ्चति दुर्मेधा धृतिः सा पार्थ तामसी,श्रीभगवानुवाच,18,35,yayA svapnaM bhayaM shokaM viShAdaM madameva cha,na vimu~nchati durmedhA dhRRitiH sA pArtha tAmasI,yayA svapnaM BayaM SokaM vizAdaM madameva ca,na vimuYcati durmeDA DftiH sA pArTa tAmasI
 १८,३६,सुखं त्विदानीं त्रिविधं शृणु मे भरतर्षभ,अभ्यासाद्रमते यत्र दुःखान्तं च निगच्छति,श्रीभगवानुवाच,18,36,sukhaM tvidAnIM trividhaM shRRiNu me bharatarShabha,abhyAsAdramate yatra duHkhAntaM cha nigachChati,suKaM tvidAnIM triviDaM SfRu me BaratarzaBa,aByAsAdramate yatra duHKAntaM ca nigacCati
 १८,३७,यत्तदग्रे विषमिव परिणामेऽमृतोपमम्,तत्सुखं सात्त्विकं प्रोक्तमात्मबुद्धिप्रसादजम्,श्रीभगवानुवाच,18,37,yattadagre viShamiva pariNAme.amRRitopamam,tatsukhaM sAttvikaM proktamAtmabuddhiprasAdajam,yattadagre vizamiva pariRAme'mftopamam,tatsuKaM sAttvikaM proktamAtmabudDiprasAdajam
 १८,३८,विषयेन्द्रियसंयोगाद्यत्तदग्रेऽमृतोपमम्,परिणामे विषमिव तत्सुखं राजसं स्मृतम्,श्रीभगवानुवाच,18,38,viShayendriyasaMyogAdyattadagre.amRRitopamam,pariNAme viShamiva tatsukhaM rAjasaM smRRitam,vizayendriyasaMyogAdyattadagre'mftopamam,pariRAme vizamiva tatsuKaM rAjasaM smftam
 १८,३९,यदग्रे चानुबन्धे च सुखं मोहनमात्मनः,निद्रालस्यप्रमादोत्थं तत्तामसमुदाहृतम्,श्रीभगवानुवाच,18,39,yadagre chAnubandhe cha sukhaM mohanamAtmanaH,nidrAlasyapramAdotthaM tattAmasamudAhRRitam,yadagre cAnubanDe ca suKaM mohanamAtmanaH,nidrAlasyapramAdotTaM tattAmasamudAhftam
 १८,४०,न तदस्ति पृथिव्यां वा दिवि देवेषु वा पुनः,सत्त्वं प्रकृतिजैर्मुक्तं यदेभिः स्यात्त्रिभिर्गुणैः,श्रीभगवानुवाच,18,40,na tadasti pRRithivyAM vA divi deveShu vA punaH,sattvaM prakRRitijairmuktaM yadebhiH syAttribhirguNaiH,na tadasti pfTivyAM vA divi devezu vA punaH,sattvaM prakftijErmuktaM yadeBiH syAttriBirguREH
 १८,४१,ब्राह्मणक्षत्रियविशां शूद्राणां च परन्तप,कर्माणि प्रविभक्तानि स्वभावप्रभवैर्गुणैः,श्रीभगवानुवाच,18,41,brAhmaNakShatriyavishAM shUdrANAM cha parantapa,karmANi pravibhaktAni svabhAvaprabhavairguNaiH,brAhmaRakzatriyaviSAM SUdrARAM ca parantapa,karmARi praviBaktAni svaBAvapraBavErguREH
 १८,४२,शमो दमस्तपः शौचं क्षान्तिरार्जवमेव च,ज्ञानं विज्ञानमास्तिक्यं ब्रह्मकर्म स्वभावजम्,श्रीभगवानुवाच,18,42,shamo damastapaH shauchaM kShAntirArjavameva cha,j~nAnaM vij~nAnamAstikyaM brahmakarma svabhAvajam,Samo damastapaH SOcaM kzAntirArjavameva ca,jYAnaM vijYAnamAstikyaM brahmakarma svaBAvajam
 १८,४३,शौर्यं तेजो धृतिर्दाक्ष्यं युद्धे चाप्यपलायनम्,दानमीश्वरभावश्च क्षात्रं कर्म स्वभावजम्,श्रीभगवानुवाच,18,43,shauryaM tejo dhRRitirdAkShyaM yuddhe chApyapalAyanam,dAnamIshvarabhAvashcha kShAtraM karma svabhAvajam,SOryaM tejo DftirdAkzyaM yudDe cApyapalAyanam,dAnamISvaraBAvaSca kzAtraM karma svaBAvajam
